Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
44,0,71.98572470932925,1.7551795687900862,175,141,64,1.65367492264161,707.108127220632,2,24.27938310170153,2.2691781426324873,2,2,20.521727950936135
23,1,85.08571890641608,1.7541487619529843,192,166,64,1.3704292418408939,688.1913419850216,0,26.23557456187888,3.261157268485897,4,1,32.51785517449854
22,1,112.27184881758402,1.761393522725213,193,160,56,1.0393278781533102,471.4715044525602,0,17.584382899005345,3.1761244342244206,4,3,40.48190928148584
48,1,92.66180537590769,1.7155041441745775,178,124,50,1.3831665757054132,1122.113019906811,1,24.527258398263776,1.9811019748728842,3,2,35.75191025251773
41,1,64.40506267158374,1.7622285095323753,204,166,67,1.0736425485406986,716.4516732303302,1,22.662886673965524,3.154510532494571,4,3,21.64034438530565
28,1,83.26090337660939,1.7539093588690913,179,166,51,0.7725245869242592,759.9387429738429,2,18.383107233806648,3.32288392438251,2,3,26.342645303125316
43,1,110.73672110686293,1.7230010197597285,204,168,69,2.095975418971518,520.6319614306658,1,26.333545609533196,2.82588373884137,3,2,28.91314962914008
24,1,83.72836415586016,1.5195447568875846,192,153,47,2.094132194648475,777.9642342797592,0,17.32983901855989,1.9279813207894225,2,2,35.80606910858058
20,1,113.20521821155936,1.8058122334468385,198,134,67,1.6344585478224944,299.91941916631566,0,21.668168401921424,3.1170146961743552,3,1,20.317066973875058
39,1,102.78350130045587,1.5445125843792655,169,145,59,1.5013888116270482,1657.139161394945,2,5.136863595401191,2.9317982298543073,3,3,31.380304993862193
40,1,80.11364561921495,1.7423934045386722,196,159,57,1.0184945189496,1221.0970219859337,1,31.281110065984148,2.6488512037334098,4,3,26.664079858887508
46,0,100.40712758321649,1.9854377012403177,189,139,49,1.0152651772238999,610.8675806219526,0,26.602488073189026,2.7410317464989578,3,3,21.60058295951034
55,1,102.83452921280683,1.7219078465930806,200,130,48,0.6663707782479483,323.56823024038465,1,22.085200196390307,2.513286110568854,3,2,26.315637385175542
17,1,142.5262218153655,1.7779395875031114,179,166,50,1.623626360764198,526.4064186986965,3,24.202501620853244,2.839451783667219,3,2,54.40656828022166
30,1,67.67066789302373,1.4477082157909027,198,154,76,1.523642193364528,300.2907478993303,2,14.840938924876705,2.6540041807720853,2,1,33.09677426246019
49,1,73.47838060032377,1.4835187100289022,193,161,74,1.050981627815044,620.1175295490541,0,23.77796280217119,2.6906728112336227,3,1,43.98828484055365
47,1,74.64745115701356,1.786306846619439,169,166,60,1.1315455727404489,732.891327366645,1,22.214265743758645,1.834280253343203,3,2,37.09792676727985
36,1,100.92711105011966,1.4198517212198596,202,164,55,0.43456704387599576,511.12127252193915,2,19.423206659734465,3.6739509406294664,5,1,15.742342915613829
44,1,82.14666392971017,1.7207532288084117,171,126,62,1.7092493211378486,510.61041123038206,2,15.258051557006116,3.6377561482100225,3,2,27.772854249680485
50,0,83.97371066911056,1.5639768142547228,172,128,44,1.9939149157394762,474.5161366892993,3,25.769431872024455,3.0973393491067314,3,1,35.09810674422499
21,0,136.7048964382385,1.755819583431303,179,153,66,0.6185900195062853,496.6336224987721,1,20.019597745986538,3.6910753915827015,4,2,53.294850420894136
58,0,100.06562736156837,1.4995898702706172,167,129,65,1.5355078413066063,296.6371674337548,0,31.69999069160411,2.9248099231947036,4,2,18.683589966931827
60,1,60.897194861171464,1.5491185549912203,199,172,57,1.316548891899826,710.7652877676919,0,29.32062500587386,2.5579360460305836,3,1,22.334021142971878
24,1,77.06744816610538,1.7428508151224358,162,151,48,0.4523296995330301,871.5186591664549,2,27.13973194501176,3.737541105037716,3,3,47.00395486339248
30,1,79.10978861411411,1.6445085207534709,157,171,64,1.191866753723904,444.27896395059133,1,6.137524968933016,2.2207076348424253,3,1,19.381395462145637
40,1,78.26249899188139,1.9177587697632656,192,130,61,0.46473292337714756,1011.9144077870085,3,32.665392151464005,3.7163179063059086,4,1,32.82891979132185
47,1,95.95964757475974,1.7007739560128714,158,166,71,0.6666355290819831,663.9049101261163,1,13.494703601173331,3.338935809573366,3,1,40.400296614052806
37,1,106.80370711269686,1.7508611134020935,196,127,68,1.939984312477863,338.20197777668216,2,30.537884831177724,2.469025095123259,2,3,23.91806793054461
54,1,98.45784005595472,1.8630191657921942,165,177,62,0.8732673727819209,1186.201548142904,1,21.738047511400413,2.1649592727179523,4,1,15.703277418417551
15,1,72.69618645203488,1.6375129595885927,201,136,69,2.1381142945594185,269.85823988316366,1,16.591522254776272,1.7482461261481435,3,2,18.467602383931357
16,1,50.367818151708406,1.7767974515155713,192,164,44,2.0650757809264775,589.4700983664253,0,27.082005403982816,2.318420369914528,3,3,23.609778867014718
24,1,70.42164500529204,1.5542098110059666,197,149,50,0.688127935124884,494.7478247823243,1,25.505722667673567,2.9982256165969727,2,3,37.00520104438323
12,1,95.04412267680866,1.5240038741015436,173,141,61,0.8019535878336773,513.8061406223935,3,28.758813585751554,2.1915974254298787,2,1,44.634584781712604
27,1,100.61687116354885,1.848736758593058,165,140,50,1.6707895715662757,614.1015163928641,3,33.237313314285466,3.0765646296725233,3,3,21.435419873533238
43,1,109.84291181187477,1.7591990477095232,189,137,48,1.1533967975668773,398.54170344387546,0,29.220402670107013,2.0884471336161785,2,1,25.896015208711567
20,1,109.57415938859333,1.5430166665766663,195,168,62,2.1857582349810682,572.1827682505932,3,4.934161392760984,2.6507533224266235,3,3,35.72631035677565
53,1,110.31127335428158,1.553565035172061,184,142,64,1.4402961444184548,860.4573900082202,0,26.520312124767322,3.3248481595766544,2,3,21.966519293590252
15,1,145.87128107354928,1.7446907297881806,188,175,67,2.0945980791394456,727.6495922314054,3,32.66697411232397,2.9814416777913113,3,3,28.226458978430085
18,0,118.85591490876018,1.4916186614858198,202,157,47,1.8354880300002079,834.7710984484843,1,15.051428203754437,2.7095719242593566,2,2,61.52714591326893
54,1,96.44927017517749,1.555092730957347,194,134,61,1.4396332575426014,1236.963995252352,0,17.891145750816836,3.6557998764544486,3,2,23.54815210330112
14,1,82.60933860999785,1.6820590025313025,184,141,72,0.7999777888549373,638.7183459661001,1,21.74136077700775,2.7397641335629483,4,2,38.83111209715641
44,1,92.20823348787997,1.7091753681211181,162,167,74,1.9471046696327998,1396.551866856602,1,16.66918286329528,3.518472420003682,3,3,21.47751756405368
22,0,63.81488774394289,1.7835752638377897,201,132,56,1.3999358955412553,341.82347631210655,1,26.023973625569656,2.8526997361562136,3,2,26.254412017134232
21,0,78.88865880890077,1.981875217506568,191,161,74,0.9719986952889395,647.822528396975,0,30.481438435878466,2.3635747205936823,4,3,27.002456146494115
23,1,110.35757411139818,1.569647930142077,172,164,68,1.5830509887411734,386.86938651581494,0,8.577585634141116,3.895346200149092,3,1,25.10387660750064
46,1,67.19542022745881,1.6292299556327,180,162,75,1.9992643221878093,256.1538402229447,1,9.41298044062874,3.541946731281465,3,3,40.26831395061088
46,0,83.97643930918306,1.714033229174148,190,156,67,1.641506934848318,496.8428331991762,2,33.38042679973344,2.2375669156128724,3,3,34.27648858155327
17,0,145.82428767468002,1.960394628765784,202,157,66,0.8899250206685402,315.4663350198987,1,6.035805593866531,2.7470724504947857,2,1,19.70848567669659
18,1,71.11186673786543,1.7356619109712244,200,132,70,1.1782793186380465,737.4972571251159,3,21.264736060448854,1.6718397950451422,4,3,25.19464470909431
25,1,99.79766079706786,1.8655015839107576,182,170,70,0.8030690160698896,292.3839571432832,0,29.353931917988337,2.3634259951361187,2,1,40.32755386257042
11,1,96.80342525370753,1.5409722548781706,197,159,72,0.6363448218360329,629.3423543813126,3,25.728806021699423,2.381404850582203,2,2,24.812030267861996
22,1,64.50113263216775,1.4430584769356338,195,126,64,0.9959664285980603,1254.6385993889735,3,29.372856639228594,2.6837063718638494,5,2,24.89881256873054
16,0,82.94341338961583,1.8035381389868237,197,148,65,1.6670871906772566,849.9870135776962,3,27.266071542554908,2.798237811724716,2,3,17.837180998074
26,1,105.63820604776905,1.7366743205953268,171,140,57,0.7725437294095204,983.7831767467086,1,27.702762008230327,3.600466399523209,3,2,24.413467529452628
25,1,105.05679256870427,1.7628735359021235,194,164,51,1.3706904112615081,547.1157728819337,0,20.929561834482953,3.7856929504010437,3,2,26.445832027471187
22,1,79.57135441617895,1.7392928397074074,172,146,50,1.0471706781047898,1009.6787386390025,3,35.56756901159108,3.2161390952992184,3,3,24.990200334164314
15,1,77.07782088576731,1.518024837474659,195,168,51,1.0637949430651976,672.1388526612776,2,34.30661465477784,2.803681995184807,4,2,23.974218104871735
57,1,72.63047603396753,1.6319980037414594,182,147,66,1.7885971373882108,404.74978051333983,1,16.679211517112424,3.5506390552550386,4,3,26.97360396818334
15,1,70.73255124129976,1.8477388434765556,186,135,46,1.432513689338829,742.0115020093215,0,20.87511567133822,3.0245741115948657,3,2,13.004010816173611
23,1,103.30427692608481,1.6705163923733934,184,163,63,1.3647039382250037,525.5311708193323,1,24.17282708306407,3.2142923768891354,4,2,12.218155554054118
35,0,85.5987526258181,1.984198214243146,170,130,68,1.3700522744581036,688.6346306177445,0,24.49759348487521,2.693170126092862,4,3,25.236425709846166
26,1,71.48560743961171,1.7559917521606376,181,141,68,1.8507332724796697,474.82183091631117,0,7.775383191480538,1.4059013255628394,3,3,38.67517261736893
57,1,73.39094985833881,1.7499621933379657,191,131,63,2.1186705615317494,1423.8289541808754,1,5.9369606495484515,3.7906322627885105,3,2,12.353466900667737
43,0,76.14524634517089,1.6966524717622744,201,155,48,0.7840312597541277,520.4937917378948,1,16.027160465635255,1.808846732423042,2,3,28.030833752220317
45,0,95.52069025620554,1.5931568128990081,175,152,51,0.8817654704258071,1374.5161900776172,0,31.54802798609741,2.7110693151854464,2,1,53.0266145886402
16,1,68.75350517198774,1.7826178309831402,182,123,46,2.0368508801888936,815.1283936144351,1,24.29739486323534,3.3471590373508593,4,1,36.52588780127114
30,1,77.90216384907049,1.6992495237629697,199,142,55,2.1452452004926092,1515.7775191811884,1,28.92292711362066,2.9492097038116434,3,1,15.483896030244333
48,1,84.91840633692006,1.7172860380971813,199,152,74,1.0742599251041156,373.2106497780452,1,7.562944751670393,2.2320541956567927,3,3,32.10607485499599
28,1,71.08391862150752,1.5147497553416982,188,160,73,0.7171084441144655,164.8545911960752,3,28.8509350073784,2.5940031108137465,4,2,41.97774871199973
32,0,58.629265076672006,1.6640913069489514,202,156,70,1.3829711721480153,704.858542044609,2,30.148577332944143,2.496193327939422,3,2,16.760499899062044
57,1,95.45224554131009,1.9390425842242514,180,165,49,1.137373189843596,654.3555641344408,1,35.3890088307418,2.9301071381654324,3,3,18.80308972743211
22,0,78.0116768812069,1.8432965704737185,193,132,58,1.053916130646542,345.9016619463424,3,27.19101536672372,3.1519685222751783,4,1,34.41398064175309
41,0,109.38005815132448,1.8648751450106749,196,158,47,2.0149762589045594,670.150647929169,1,25.184148428472945,2.5351601760017957,3,3,14.886758503033322
22,1,87.84333140803159,1.8020828764361971,194,162,51,1.584111176509858,669.3409288204894,1,21.88380671084534,3.0251011376766432,4,2,17.338895192532945
42,1,103.82748477298635,1.7750024642241529,198,131,60,0.9951472998475981,833.6251693686993,3,18.980548956616154,3.4133599242309525,3,2,54.85733463346127
45,1,111.837611561432,1.5155932495411037,181,170,74,1.286818799514944,771.7906375512431,0,23.9221733781386,2.193219971356704,3,2,23.504139763307172
28,1,105.92126678642356,1.731351138990761,181,174,61,1.490831546517029,544.2477827922783,3,26.71517176708921,2.8347466918660778,5,1,51.18219907455844
36,1,135.40648162228348,1.5030343336204675,189,172,61,1.1271190647084233,370.6898819541748,3,19.502162105963876,1.4301869120658386,2,3,21.056465741486683
25,1,156.29119739992487,1.7801575781469998,182,130,64,1.6709325270217454,114.60479838562566,0,27.281511300036613,2.732501778798991,4,1,27.910816969561132
46,1,100.54691793613473,1.7342979935650247,196,152,54,1.052948353612779,77.75774841481086,0,25.31768656846352,2.39566438598371,3,2,20.93198956760589
56,1,77.55180047243644,1.978822088848159,175,122,59,2.201767599375471,659.2596992597231,1,27.677420006834094,2.566021859457401,2,3,16.03624615330736
49,0,108.30429042213913,1.5783139984265184,172,115,65,1.0479745025706293,733.5554732700065,3,29.43122945457101,3.3459793141888454,3,2,35.609166471269766
47,1,93.76608281166706,1.6762554412331891,183,161,67,1.2965630223667655,849.9487701538827,1,32.02059904607728,2.854789081989793,3,1,20.980717712127934
41,1,94.5033332669682,1.636036151364456,184,160,61,1.5485280229649063,653.9795459323791,1,17.50791307932642,2.5924934921824065,4,1,17.770077915151763
22,1,112.65094418313352,1.7129039214798476,171,124,45,1.4979488027258077,763.9837948586073,2,22.49422742234577,2.3901058474666037,3,3,42.50947497542058
33,1,99.84732120557811,1.9552393273468969,158,169,48,1.228069919643197,730.4395737981612,2,21.12756172660167,2.803042321107187,3,2,26.347982459608957
18,0,98.49740043920278,2.0001991012070546,177,132,64,0.7429887629152708,1078.6573896333907,0,23.934504327579074,2.6494300002845486,3,3,14.759772035480061
17,1,69.24989440554123,1.8569305784911798,184,159,51,1.3078110035697017,743.2294091258216,1,14.645174476656049,3.0950805692006287,3,2,20.6107638875913
20,1,102.72402596543161,1.6471785718509029,156,144,57,1.3903273424432732,1248.1706981717891,2,9.995827463693061,3.5235600982916937,3,1,29.752139384460925
30,1,136.76373805575827,2.0395159271965317,183,165,46,0.44526177636889397,291.3584581830522,1,28.206645599085647,1.5360450474515357,3,3,38.12794972439514
49,1,109.11221438018597,1.7702618315991387,182,169,58,1.2845877062214022,922.3064196152828,0,11.808425993864354,2.7297970237377482,5,3,28.501047694228742
22,1,101.76949869461902,2.0402806159987317,193,162,62,1.00642898817881,234.48200206498882,2,23.068088585409907,3.0613242305247637,3,2,27.67740406708684
16,1,93.22675130755101,1.8133722280743385,188,164,57,0.5670970108046752,981.5298145938859,0,15.213494225847848,3.683837383113708,4,2,23.741582551992508
42,1,90.7362673199182,1.8977631361030005,198,150,69,1.8406328599054824,589.8760039178705,1,22.120160028417647,2.939958464525633,3,3,16.145274110980917
53,1,106.47539875877344,1.8532752882638215,185,142,65,1.5608013206433788,677.5336523242386,3,17.165108276277202,3.396058724539332,4,2,50.72945585048344
19,1,34.5087457107186,2.0460962648881034,194,122,61,1.3996641606025457,770.4558363346556,1,26.443066790096644,1.8920602819050525,2,2,19.445475670607497
15,1,77.87366035282699,1.4844158410545767,189,152,46,1.5757253680042473,805.772906528651,1,34.37189914118232,2.4795070308469787,3,2,18.133969174534467
46,1,86.88471536027609,1.6375384807414524,195,133,52,1.0812412386806725,518.6301433658214,1,4.837459070515138,2.5935529060637776,3,3,20.866444239851134
38,1,139.73339433630497,1.782545217512962,195,123,61,1.0014046533632888,740.3660387135235,3,25.363358952325004,3.7542578049795594,3,1,21.003999052816408
42,0,93.02942242200771,1.8028251515961788,193,144,46,1.412303491838935,700.469417741277,0,26.673014329404303,1.5000960012749094,2,2,41.21297850458861
21,0,74.46996739610626,1.5950581364675784,167,146,59,0.8013318765017559,828.9506414929357,0,11.031730062253079,3.270277078740852,4,2,32.02130713474372
43,1,44.62316671514097,1.6644549695806554,169,118,49,2.0454583594529834,654.1267658565682,1,23.917356156407948,3.4723808741541498,3,2,23.190341541480933
23,1,72.27985612306692,1.9073137912393994,189,144,68,1.5137282013618445,404.3358781523418,1,26.155295777420918,3.0766460280802264,3,2,13.153104270283501
14,0,106.9530485760042,1.7060512146065876,186,128,61,0.6934762964235972,1002.4144828071111,0,27.405621533001664,2.585906000463967,3,1,18.038165740215696
53,1,91.14624325865668,1.5173445003966777,171,139,66,1.0867528196670704,768.3682250683263,3,26.809318386132798,3.743565806168637,3,1,31.008481795833088
14,1,107.2859854440073,1.8116010764640476,171,175,62,0.5790190577162431,817.9473170809957,1,13.811437569268522,2.345728185669493,2,3,22.578174250185224
34,1,126.73406899366515,1.8343134737008886,182,124,53,1.564563032317491,284.8326456254516,0,22.49514885409098,3.391511014112673,3,1,32.15492426510153
54,1,96.96743129975718,1.6333608387526823,184,166,64,1.629855446550725,752.486422132986,0,16.661605459534996,2.8148536681460015,3,2,17.762536397174053
46,0,100.03937616154799,1.7531850744374164,167,166,52,0.9513979930648975,590.5691505251293,1,5.552562741235301,3.7104021684601225,3,3,12.168052183038801
29,1,48.00921140044575,1.5378749918039292,187,132,68,1.235516946202143,658.7584755934954,1,10.032610158060425,2.4995723923526088,2,2,29.228719634459445
35,1,80.80265612955654,1.7065617763544458,175,118,50,1.3114665012070612,591.8749560731227,0,28.124783404362063,2.1338086216892864,3,2,24.933048835408208
29,0,55.377598702401,1.5756226024184043,180,127,67,1.6223219041331574,1541.3941770430688,2,29.54163555692519,1.8466204411744183,3,1,37.61138959714171
32,0,67.80864191914043,1.6691390713537777,189,127,59,1.689365526988974,694.6768838228338,0,19.28275475416224,3.5267837250950707,4,2,19.332929572051043
18,1,115.47364239108703,1.649631272154348,199,168,64,0.8659760849261273,332.69451366687974,0,14.220715311024861,2.687109355816454,4,2,26.339743025384664
52,1,79.86613619008753,1.6688382190605966,173,163,67,0.9689230498745672,998.8596810439067,1,10.875728961213579,2.5717389656142653,4,3,34.12372555051324
29,1,136.87462730859087,1.8277259417583784,176,173,72,1.6310939770869581,649.9060095593809,0,23.836987808352866,2.7492593806168175,4,2,27.9836197216826
13,1,97.00009662823174,1.6954332396177407,179,167,52,0.8993860311416417,419.8012316916496,2,26.6132046425664,3.6015487625196894,2,2,26.72818407430905
9,1,69.22630787608512,1.5477415856113652,169,135,62,1.8795623421365644,336.1126556429394,1,16.329118798803826,2.4546396569376046,3,2,16.112115023473255
23,0,94.63673050605342,1.8859353815540905,182,158,71,1.369432612062753,734.6836721409543,2,20.715914293299544,3.765388493371217,3,2,25.73560076630347
25,1,106.03384382133743,1.480897174820444,180,118,49,0.9645755467514243,648.502201407845,3,18.178996407675392,2.283014850432174,3,3,42.6836400103643
21,1,96.41092354958096,1.697582045815556,204,150,61,1.4417401626158166,393.1906475061169,1,21.046062020143133,3.0872505834524016,2,2,20.52899501376568
48,1,104.05773580932846,1.7879469910721157,188,158,68,1.260936925322796,738.5596499684815,1,21.996366653378814,3.2185922012656496,2,2,31.80957555362813
19,1,68.8511603578598,1.6956685884685312,169,136,62,0.8763007293706402,562.254862724383,1,27.36319152601474,2.8280472973320427,2,3,14.603280745948505
20,0,64.35968713119777,1.77346198318091,200,139,70,1.4106852487003059,514.2829250258831,3,27.66899092801259,2.4497745904557764,3,1,22.909184868080388
24,1,57.756001384814596,1.7605414866767048,184,143,70,1.8058210792484708,1311.7503242548687,2,29.193768292166574,2.5698555243036436,3,2,36.57539888243514
27,0,124.30454443019458,1.657138921836383,202,159,66,1.63075977175931,254.033719690677,3,15.869841760941268,2.261851009340252,5,2,46.8852041328031
55,1,108.89112732625922,1.8655544452066732,199,165,69,0.5558854222854862,357.315193380471,3,26.913861397788025,2.8669600553339984,5,2,41.987803500415666
24,1,74.84768561586533,1.7304658939606337,176,173,51,1.110160125705297,627.5169137497326,0,27.285758440383262,2.5797437806788728,3,3,14.504565340825902
18,1,75.42668307315198,1.554815281808949,187,117,59,1.8396268916012184,752.4409355285424,1,17.40398426652981,2.5304669055479403,2,2,34.54206811390591
37,1,53.050341447103264,1.7865802153587562,195,141,57,1.7421485416159739,466.7628762389222,1,23.690929996979445,2.2951172493354437,2,2,57.055243509919634
21,1,103.10374854490362,1.490231299063884,202,154,70,1.8976206197531411,809.6019067720856,3,7.243962144531898,2.701958981730319,3,2,38.1248191901988
51,1,104.19111005086114,1.9542817044217948,192,149,53,1.1234969661151921,612.4434152534074,3,28.83004995344493,2.693763953920432,3,2,21.040928340583676
34,1,105.56467319811176,1.6874053868212504,175,169,60,1.3418213554028178,978.4095794392638,1,22.093191818840697,2.1338157998078664,2,2,23.232549220176193
15,1,108.50219291815517,1.6666975637871553,201,151,57,1.4820388121829788,367.4599928573997,2,16.643009612747687,3.729032155802313,3,2,28.347949487244442
42,1,75.581456199955,1.713013407339247,166,138,69,1.2015676439575824,410.3644616471573,3,12.813808159558251,2.8694686468887047,3,1,21.917154885274662
15,0,130.0067999862245,1.6661153659220116,158,152,64,1.4203269216288634,428.63707734558074,3,26.615374631064466,2.090343042632753,3,1,28.20078809725618
50,1,111.14756319984306,1.6590406741890849,175,157,51,1.067462370580295,518.6992899000676,1,25.44516907743646,2.217466182085646,2,3,17.941870300947613
20,1,76.16013025786104,1.676931367585467,199,175,46,1.2175334226821022,592.7424901974143,0,23.435797171770236,3.873717268738495,5,3,20.075058487899085
49,0,57.65759400918451,1.7180779277874627,202,148,62,0.9624665796335843,483.7231367269101,2,31.625294932466478,3.355101966737914,5,2,14.544610877587157
48,1,143.9817319105638,1.7744981508323305,189,137,71,1.8539705459677056,600.3927697551138,3,23.05611792331395,1.561374316810559,3,2,22.70085876793926
30,1,103.76139512187162,1.8308819208457574,165,144,73,1.7018992047878447,222.33249262911818,1,32.98640991493677,2.1039685459103534,5,2,35.6434793248579
22,0,83.37361664858078,1.9289097180227541,198,147,72,1.2216392361567907,917.0596997310844,0,11.1944234518892,3.101452317921345,4,3,36.50706673951239
54,1,86.5749273809319,1.6950442383939277,190,129,52,1.3083458741017078,1069.9486914787253,0,10.31885363532996,2.69454685280357,3,2,34.55840100403797
46,1,69.68545634315362,1.7676677098915605,188,148,65,1.4502948694641489,437.1376719965265,2,29.954467525791102,2.9179064965204877,3,3,32.81975509444176
47,1,71.85556195616964,1.7255416506794565,168,153,48,1.5268508674673091,501.09755386617985,3,18.559032553957525,3.318152850556392,3,2,24.58324842306464
32,1,56.95649272723409,1.6731995458342956,193,160,65,1.2526322978880988,425.7472111893268,1,11.691201380160617,2.727462916850942,2,3,31.348526330690284
29,0,121.8766937568864,1.7484914724466147,190,161,48,1.4766079033661101,800.2349737494126,1,24.37117091532581,2.524098593221432,2,3,40.05384007508901
43,1,108.94307875775553,1.5274175769099814,196,159,62,1.2007992384458563,381.52971234238055,1,15.440501646318648,2.098748971071388,3,3,18.492747957817386
30,1,74.40512474530982,2.08781556988915,179,154,62,0.6703510810090848,126.93268827577054,1,34.800053376951865,1.375011064007644,2,3,26.488328352079854
46,0,88.21241723881742,2.089955181686932,178,142,66,0.6911002410181849,515.6473126197714,2,17.214277223892065,2.5243474728105593,3,1,49.31263816147809
60,1,85.13166592564666,1.7763950953670706,171,160,50,0.9797013357464556,732.0375912270404,3,23.02671872707262,3.3039521418557367,3,2,39.275241924993246
33,1,98.43919704236636,1.7736113988457474,157,135,49,1.3391689854453224,544.5350578491812,1,30.52246745040933,3.0976384023713606,3,2,41.052162309006725
26,1,80.02443264135619,1.543524450197747,204,163,67,1.3117124255770785,267.30681040748505,3,21.698191155756675,1.8548620936723892,3,3,37.01370812623927
48,1,99.83316449502665,1.5658629661086092,172,137,54,1.9821269031443731,534.1797080600268,1,26.39607952480855,2.510768051516859,2,3,11.369198920953197
40,0,80.27908634475482,1.6346060283523205,188,141,55,1.9385249852917028,685.4909820505903,1,27.688852120948177,2.6786547651558257,4,1,40.9253884182798
25,1,76.97379648638994,1.7121434282922363,200,143,50,1.3353507541667875,775.2562534310541,1,14.421648813839347,2.639687556658306,3,2,15.92576074992274
50,1,72.63088348445632,1.7747326516343531,196,145,69,1.3336905008630227,422.7697385519599,2,9.16136078828317,1.4767339739383916,3,3,17.143722038384595
18,1,131.19707556344858,1.8117064359578865,192,156,69,1.5479132607670947,743.8151570516076,0,10.387826772302601,3.1669020925778493,4,2,23.81593637711207
45,1,46.89422400928185,1.678380558578006,200,166,52,1.7440359740963483,1873.7996278199132,3,27.131977513233725,3.3468452110139113,4,1,18.454281006672694
58,0,100.05620936409488,1.6836603660167395,200,158,47,1.3190832537241237,304.77845273478704,0,29.326958698378647,2.8544337996693807,3,3,35.4211306334343
34,1,93.27193214278537,1.545463767051589,191,169,68,0.7447055638453195,1174.2403473165555,1,28.92056231512831,2.2600624842050956,4,2,34.890274092492305
27,1,100.8595655931755,1.552773545803815,206,177,48,1.3344410222269762,673.8967507684721,0,8.664583875472452,1.7226921695672863,2,1,17.520238718125157
37,1,59.82478216078362,1.861869123581866,200,136,71,1.1145196861668496,410.1663457063701,3,8.216022052051159,2.7094576554335976,3,3,22.309984500032577
54,0,80.63885511715357,1.653785985981799,188,171,69,1.9027515219853035,539.5114424845096,2,26.501077665078178,2.5573613044196826,3,2,25.39087045046821
48,1,69.76208312133456,1.6813048235074486,190,174,71,1.2346023017640437,661.9803976089773,3,4.331055590289836,2.337007287185947,2,1,24.42767663363411
26,0,86.39125721024816,1.4702113795200202,173,121,67,1.2216832512052345,984.2120382636663,1,26.05514622223615,3.6968537540899615,5,1,31.722351254887798
51,0,117.00310827251045,1.9019938684617048,174,139,73,1.350071009759583,254.33420255908527,1,24.62176645539543,3.22767436667143,2,2,33.645825666641734
32,1,101.91257414728106,1.7734498800673906,161,158,60,1.6364508205794688,538.6916354100528,2,20.53436729820243,2.8229409960476075,3,3,18.068202084211816
19,1,85.90975906564327,1.8368012500915945,201,149,71,2.0577686303007114,483.911808224614,3,21.841105554200922,3.8457613332806844,3,2,27.704346195130437
54,0,93.14881576818574,1.7940593338738386,201,127,56,0.8190905162527913,968.2153019695104,3,26.990700206146048,2.1457351521384753,3,2,28.688554111257286
53,1,87.08664681834794,1.6526370278689853,170,139,66,1.337217827056765,551.1704539580794,2,27.97476755051878,3.666292046637715,3,3,39.81959041628088
18,1,114.4428277865691,1.6059626002587226,195,143,50,1.2324188190559506,1587.1905168774213,1,25.930218259333415,3.2914481556699364,2,1,47.44995400588011
24,1,61.503477402581495,1.8440712981009684,198,124,61,0.43799714520469735,1080.0277354678399,0,28.78355123110077,3.1740194227018637,4,2,27.29411087257209
42,1,94.35654418377139,1.7650492317418072,164,117,50,1.0533572236223252,984.4894054345503,3,30.80443537654646,2.687957151586203,2,2,38.720279283681464
18,1,115.24220831956535,1.7148025444541808,188,160,68,0.8306561827417833,544.0813114091306,0,19.172764635718444,2.6130675266488024,3,3,14.291032129046602
22,1,125.24460925069432,1.904738110391004,176,142,69,0.9313609959771668,432.0094088907237,3,23.017604838148582,2.4120895129296693,4,2,18.173080187525624
24,1,95.16515798290193,1.7051142356388198,189,115,49,0.9560003641273775,538.7713670506766,2,22.582266961760872,2.9676631128353885,2,3,18.280285600560813
17,1,92.64088797418188,1.6916669550377077,201,162,68,1.7726233799133786,307.6313721575208,1,12.510009143881,2.857326063436623,2,2,26.76208950654793
12,1,104.4886952533541,1.749659756978652,175,128,51,1.5309871779878768,970.6466776917689,0,30.37502034161592,2.807581030391469,3,1,17.70901593346293
37,1,133.90031481995734,1.6642798306437052,193,149,64,1.2168702933943791,492.9135950816716,3,23.705751992368718,2.5745155066785723,3,3,36.84634472996379
39,0,143.61568187562395,1.5111671304421004,186,158,68,1.305687213194143,306.9025900748087,0,5.109271497322181,3.1036464567474393,4,2,56.8093718582155
47,0,89.97236355813664,1.7266301384553777,162,162,69,1.98075764105203,291.1954508778983,3,24.689860135830987,2.8001886869040553,4,1,26.226191277346338
22,1,109.76388113774682,1.8129511585296783,204,134,71,2.173075325000246,1274.9355668512014,0,8.47360110474487,2.3928697779318413,3,2,25.63361096298813
29,1,68.34592511309833,1.5583768561800897,171,125,67,2.055807477794279,294.5238011580767,2,8.42598547565401,3.2156442275557113,3,3,24.84095574851526
18,0,93.42941285926679,1.9095683694143786,167,167,52,0.9579812913937977,591.9910607189985,3,19.968594853679285,3.369912078148094,3,1,22.058101522718466
28,1,68.29303991218919,1.481359382991926,170,164,51,0.8109737276841045,907.1975656369299,3,26.282478853743704,3.0009845639135007,2,3,19.578905281062266
10,0,102.9994355597894,1.7501742766033312,184,140,67,1.351480114435294,645.4145547737048,0,24.455315166810923,1.744797663365802,3,1,22.662745185287378
